================ Training Loss (Wed Sep 18 09:21:04 2024) ================
(epoch: 1, iters: 300, time: 0.164, data: 0.110) D_A: 0.413 G_A: 0.584 cycle_A: 2.519 idt_A: 1.225 D_B: 0.387 G_B: 0.448 cycle_B: 2.630 idt_B: 1.193 
(epoch: 1, iters: 600, time: 0.163, data: 0.001) D_A: 0.993 G_A: 1.049 cycle_A: 1.800 idt_A: 1.069 D_B: 0.306 G_B: 0.402 cycle_B: 2.411 idt_B: 0.700 
(epoch: 1, iters: 900, time: 0.232, data: 0.001) D_A: 0.284 G_A: 0.353 cycle_A: 2.781 idt_A: 1.334 D_B: 0.281 G_B: 0.367 cycle_B: 3.511 idt_B: 1.018 
(epoch: 1, iters: 1200, time: 0.181, data: 0.001) D_A: 0.270 G_A: 0.450 cycle_A: 1.433 idt_A: 0.835 D_B: 0.271 G_B: 0.412 cycle_B: 1.918 idt_B: 0.616 
(epoch: 1, iters: 1500, time: 0.163, data: 0.001) D_A: 0.253 G_A: 0.466 cycle_A: 1.670 idt_A: 0.783 D_B: 0.247 G_B: 0.329 cycle_B: 1.847 idt_B: 0.607 
(epoch: 1, iters: 1800, time: 0.163, data: 0.001) D_A: 0.245 G_A: 0.451 cycle_A: 2.046 idt_A: 1.017 D_B: 0.243 G_B: 0.256 cycle_B: 2.450 idt_B: 0.803 
(epoch: 1, iters: 2100, time: 0.162, data: 0.002) D_A: 0.221 G_A: 0.451 cycle_A: 1.315 idt_A: 0.761 D_B: 0.227 G_B: 0.333 cycle_B: 1.684 idt_B: 0.592 
(epoch: 1, iters: 2400, time: 0.245, data: 0.001) D_A: 0.200 G_A: 0.394 cycle_A: 1.416 idt_A: 0.737 D_B: 0.213 G_B: 0.480 cycle_B: 1.653 idt_B: 0.653 
(epoch: 1, iters: 2700, time: 0.163, data: 0.001) D_A: 0.238 G_A: 0.378 cycle_A: 1.832 idt_A: 0.780 D_B: 0.400 G_B: 0.593 cycle_B: 1.889 idt_B: 0.743 
(epoch: 1, iters: 3000, time: 0.164, data: 0.001) D_A: 0.263 G_A: 0.436 cycle_A: 1.993 idt_A: 1.099 D_B: 0.229 G_B: 0.324 cycle_B: 2.943 idt_B: 0.720 
(epoch: 1, iters: 3300, time: 0.163, data: 0.001) D_A: 0.255 G_A: 0.312 cycle_A: 1.138 idt_A: 0.695 D_B: 0.250 G_B: 0.433 cycle_B: 1.622 idt_B: 0.527 
(epoch: 1, iters: 3600, time: 0.169, data: 0.001) D_A: 0.211 G_A: 0.444 cycle_A: 1.442 idt_A: 0.714 D_B: 0.265 G_B: 0.425 cycle_B: 1.598 idt_B: 0.566 
(epoch: 1, iters: 3900, time: 0.164, data: 0.001) D_A: 0.224 G_A: 0.517 cycle_A: 1.309 idt_A: 0.744 D_B: 0.196 G_B: 0.414 cycle_B: 1.948 idt_B: 0.617 
(epoch: 1, iters: 4200, time: 0.164, data: 0.001) D_A: 0.213 G_A: 0.287 cycle_A: 1.079 idt_A: 0.763 D_B: 0.221 G_B: 0.473 cycle_B: 1.808 idt_B: 0.510 
(epoch: 1, iters: 4500, time: 0.165, data: 0.001) D_A: 0.278 G_A: 0.402 cycle_A: 1.824 idt_A: 0.906 D_B: 0.273 G_B: 0.464 cycle_B: 2.234 idt_B: 0.643 
(epoch: 1, iters: 4800, time: 0.186, data: 0.001) D_A: 0.328 G_A: 0.402 cycle_A: 1.473 idt_A: 0.968 D_B: 0.222 G_B: 0.276 cycle_B: 2.081 idt_B: 0.652 
